redundancy_group,group_size,pdb_id,representative_pdb_id,is_representative,representative_selection_reason,rank,total_peptide_length,mhc_length,binder_lengths,resolution_angstrom,experimental_method
RED00926,1,9WJ6,9WJ6,yes,singleton,1,627,179,223;215,4.54,X-ray
RED00927,1,6MPP,6MPP,yes,singleton,1,189,179,,,NMR
RED00928,1,9D97,9D97,yes,singleton,1,476,178,289,1.6,X-ray
RED00929,1,7MX4,7MX4,yes,singleton,1,178,178,,1.73,X-ray
RED00930,1,6BJ8,6BJ8,yes,singleton,1,630,178,242;201,1.75,X-ray
RED00931,1,4NT6,4NT6,yes,singleton,1,187,178,,1.84,X-ray
RED00932,1,7MXF,7MXF,yes,singleton,1,178,178,,2.0,X-ray
RED00933,1,9J4T,9J4T,yes,singleton,1,622,178,243;192,2.04,X-ray
RED00934,1,5D2N,5D2N,yes,singleton,1,631,178,198;246,2.099,X-ray
RED00935,1,9NW7,9NW7,yes,singleton,1,627,178,217;223,2.1,X-ray
RED00936,1,6ZKX,6ZKX,yes,singleton,1,625,178,190;245,2.17,X-ray
RED00937,1,7DZM,7DZM,yes,singleton,1,629,178,241;201,2.25,X-ray
RED00938,1,9WC2,9WC2,yes,singleton,1,624,178,199;238,2.25,X-ray
RED00939,1,6ZKW,6ZKW,yes,singleton,1,618,178,243;188,2.26,X-ray
RED00940,1,6ZKZ,6ZKZ,yes,singleton,1,619,178,243;189,2.3,X-ray
RED00941,1,9WC3,9WC3,yes,singleton,1,623,178,196;240,2.4,X-ray
RED00942,1,3KYN,3KYN,yes,singleton,1,187,178,,2.4,X-ray
RED00943,1,3BZE,3BZE,yes,singleton,1,187,178,,2.5,X-ray
RED00944,1,1KCG,1KCG,yes,singleton,1,423,178,123;122,2.6,X-ray
RED00945,1,1A6Z,1A6Z,yes,singleton,1,178,178,,2.6,X-ray
RED00946,1,6ZKY,6ZKY,yes,singleton,1,620,178,244;189,2.65,X-ray
RED00947,1,9L4G,9L4G,yes,singleton,1,186,178,,2.7,X-ray
RED00948,1,1DE4,1DE4,yes,singleton,1,1448,178,635;635,2.8,X-ray
RED00949,1,1MHE,1MHE,yes,singleton,1,187,178,,2.85,X-ray
RED00950,1,7NDU,7NDU,yes,singleton,1,612,178,241;184,2.9,X-ray
RED00951,1,7JYW,7JYW,yes,singleton,1,187,178,,2.9,X-ray
RED00952,1,9OHU,9OHU,yes,singleton,1,178,178,,2.9,X-ray
RED00953,1,6MTM,6MTM,yes,singleton,1,617,178,237;193,3.0,X-ray
RED00954,1,5W1W,5W1W,yes,singleton,1,631,178,243;201,3.1,X-ray
RED00955,1,8TNJ,8TNJ,yes,singleton,1,612,178,212;213,3.1,EM
RED00956,1,8VRA,8VRA,yes,singleton,1,412,178,118;106,3.12,EM
RED00957,1,6ULR,6ULR,yes,singleton,1,616,178,241;188,3.2,X-ray
RED00958,1,5W1V,5W1V,yes,singleton,1,631,178,243;201,3.31,X-ray
RED00959,1,9C3E,9C3E,yes,singleton,1,720,178,281;252,3.5,EM
RED00960,1,7QPD,7QPD,yes,singleton,1,526,178,348,3.73,EM
RED00961,1,8GLH,8GLH,yes,singleton,1,177,177,,1.83,X-ray
RED00962,1,4L4V,4L4V,yes,singleton,1,605,177,188;240,1.9,X-ray
RED00963,1,3T8X,3T8X,yes,singleton,1,177,177,,1.9,X-ray
RED00964,1,9O07,9O07,yes,singleton,1,611,177,192;242,1.97,X-ray
RED00965,1,5U17,5U17,yes,singleton,1,613,177,195;241,2.15,X-ray
RED00966,1,1GZQ,1GZQ,yes,singleton,1,177,177,,2.26,X-ray
RED00967,1,9NW8,9NW8,yes,singleton,1,626,177,217;223,2.3,X-ray
RED00968,1,8SOS,8SOS,yes,singleton,1,304,177,127,2.33,X-ray
RED00969,1,6CUG,6CUG,yes,singleton,1,607,177,244;186,2.4,X-ray
RED00970,1,7ZT2,7ZT2,yes,singleton,1,603,177,241;185,2.4,X-ray
RED00971,1,7ZT3,7ZT3,yes,singleton,1,599,177,240;182,2.4,X-ray
RED00972,1,9K2S,9K2S,yes,singleton,1,370,177,183,2.4,X-ray
RED00973,2,6R2U,6R2U,yes,greatest_mhc_length,1,177,177,,2.49,X-ray
RED00973,2,1ZAG,6R2U,no,greatest_mhc_length,2,173,173,,2.8,X-ray
RED00974,1,3OV6,3OV6,yes,singleton,1,177,177,,2.502,X-ray
RED00975,1,24ST,24ST,yes,singleton,1,632,177,242;204,2.7,X-ray
RED00976,1,4ONO,4ONO,yes,singleton,1,177,177,,2.705,X-ray
RED00977,1,5WKI,5WKI,yes,singleton,1,623,177,248;198,2.75,X-ray
RED00978,1,9WBD,9WBD,yes,singleton,1,619,177,242;191,2.75,X-ray
RED00979,1,6V7Z,6V7Z,yes,singleton,1,294,177,117,2.75,X-ray
RED00980,1,3U0P,3U0P,yes,singleton,1,177,177,,2.8,X-ray
RED00981,1,8TM2,8TM2,yes,singleton,1,430,177,253,2.85,X-ray
RED00982,1,9K2R,9K2R,yes,singleton,1,628,177,199;241,2.98,X-ray
RED00983,1,7NDT,7NDT,yes,singleton,1,616,177,240;190,2.999,X-ray
RED00984,1,9RXM,9RXM,yes,singleton,1,561,177,210;165,3.0,EM
RED00985,1,4MNG,4MNG,yes,singleton,1,405,177,228,3.0058,X-ray
RED00986,1,9NW6,9NW6,yes,singleton,1,624,177,214;224,3.1,X-ray
RED00987,1,6V80,6V80,yes,singleton,1,732,177,240;198;117,3.53,X-ray
RED00988,1,9RUP,9RUP,yes,singleton,1,626,177,242;198,4.11,EM
RED00989,1,8GLG,8GLG,yes,singleton,1,176,176,,1.6,X-ray
RED00990,1,4L4T,4L4T,yes,singleton,1,611,176,193;242,2.0,X-ray
RED00991,1,4PJ9,4PJ9,yes,singleton,1,596,176,230;190,2.0,X-ray
RED00992,1,4NQE,4NQE,yes,singleton,1,596,176,189;231,2.1,X-ray
RED00993,5,1T80,1T80,yes,greatest_mhc_length,1,176,176,,2.1,X-ray
RED00993,5,1T7X,1T80,no,greatest_mhc_length,2,175,175,,3.1,X-ray
RED00993,5,1T7W,1T80,no,greatest_mhc_length,3,174,174,,2.7,X-ray
RED00993,5,1T7Y,1T80,no,greatest_mhc_length,4,174,174,,2.8,X-ray
RED00993,5,1T7Z,1T80,no,greatest_mhc_length,5,174,174,,3.0,X-ray
RED00994,1,7MXH,7MXH,yes,singleton,1,176,176,,2.11,X-ray
RED00995,1,9OHV,9OHV,yes,singleton,1,176,176,,2.12,X-ray
RED00996,1,7ZT9,7ZT9,yes,singleton,1,602,176,241;185,2.13,X-ray
RED00997,1,5U2V,5U2V,yes,singleton,1,611,176,193;242,2.2,X-ray
RED00998,1,9OHY,9OHY,yes,singleton,1,176,176,,2.2,X-ray
RED00999,1,7ZT8,7ZT8,yes,singleton,1,604,176,241;187,2.29,X-ray
RED01000,1,9CGR,9CGR,yes,singleton,1,620,176,244;200,2.4,X-ray
RED01001,1,9Y0W,9Y0W,yes,singleton,1,613,176,242;195,2.4,X-ray
RED01002,1,4PJD,4PJD,yes,singleton,1,597,176,233;188,2.78,X-ray
RED01003,1,3IT8,3IT8,yes,singleton,1,480,176,152;152,2.8,X-ray
RED01004,1,1XZ0,1XZ0,yes,singleton,1,176,176,,2.8,X-ray
RED01005,1,8BP6,8BP6,yes,singleton,1,176,176,,2.8,X-ray
RED01006,1,4PJB,4PJB,yes,singleton,1,594,176,230;188,2.85,X-ray
RED01007,1,9C9D,9C9D,yes,singleton,1,620,176,200;244,2.9,X-ray
RED01008,1,7FI6,7FI6,yes,singleton,1,430,176,123;131,2.9,X-ray
RED01009,1,9OHT,9OHT,yes,singleton,1,176,176,,2.98,X-ray
RED01010,1,9BYS,9BYS,yes,singleton,1,545,176,173;196,3.1,X-ray
RED01011,1,3SDX,3SDX,yes,singleton,1,614,176,242;196,3.12,X-ray
RED01012,1,7LLJ,7LLJ,yes,singleton,1,623,176,236;211,3.15,X-ray
RED01013,1,7LLI,7LLI,yes,singleton,1,625,176,212;237,3.2,X-ray
RED01014,1,9NDS,9NDS,yes,singleton,1,629,176,199;245,3.4,X-ray
RED01015,1,8Y6X,8Y6X,yes,singleton,1,612,176,242;194,3.4,X-ray
RED01016,1,6PUD,6PUD,yes,singleton,1,620,175,201;244,1.8,X-ray
RED01017,1,6PUG,6PUG,yes,singleton,1,619,175,200;244,1.8,X-ray
RED01018,1,6PUL,6PUL,yes,singleton,1,619,175,200;244,1.84,X-ray
RED01019,1,6PUC,6PUC,yes,singleton,1,618,175,244;199,1.85,X-ray
RED01020,1,6PUH,6PUH,yes,singleton,1,618,175,244;199,1.88,X-ray
RED01021,1,6W9U,6W9U,yes,singleton,1,618,175,244;199,1.89,X-ray
RED01022,1,6PUE,6PUE,yes,singleton,1,617,175,243;199,1.9,X-ray
RED01023,1,6W9V,6W9V,yes,singleton,1,620,175,244;201,1.95,X-ray
RED01024,1,9O05,9O05,yes,singleton,1,620,175,200;245,1.95,X-ray
RED01025,1,6PUI,6PUI,yes,singleton,1,620,175,200;245,1.96,X-ray
RED01026,1,6PVC,6PVC,yes,singleton,1,618,175,242;201,1.96,X-ray
RED01027,1,5D7I,5D7I,yes,singleton,1,614,175,241;198,2.0,X-ray
RED01028,1,4PJ5,4PJ5,yes,singleton,1,607,175,190;242,2.0,X-ray
RED01029,1,4PJH,4PJH,yes,singleton,1,606,175,239;192,2.0,X-ray
RED01030,1,4X6E,4X6E,yes,singleton,1,175,175,,2.1,X-ray
RED01031,1,9O08,9O08,yes,singleton,1,618,175,244;199,2.2,X-ray
RED01032,1,9QWK,9QWK,yes,singleton,1,611,175,245;191,2.27,X-ray
RED01033,1,7FI5,7FI5,yes,singleton,1,432,175,124;133,2.39,X-ray
RED01034,1,4PJG,4PJG,yes,singleton,1,603,175,240;188,2.4,X-ray
RED01035,1,7KP0,7KP0,yes,singleton,1,175,175,,2.4,X-ray
RED01036,1,4PJF,4PJF,yes,singleton,1,605,175,190;240,2.45,X-ray
RED01037,1,4PJI,4PJI,yes,singleton,1,602,175,238;189,2.5,X-ray
RED01038,1,9OHW,9OHW,yes,singleton,1,175,175,,2.5,X-ray
RED01039,1,8SGM,8SGM,yes,singleton,1,614,175,203;236,2.50000221525,X-ray
RED01040,1,9MS0,9MS0,yes,singleton,1,608,175,240;193,2.52,X-ray
RED01041,1,4EN3,4EN3,yes,singleton,1,600,175,240;185,2.568,X-ray
RED01042,1,9C42,9C42,yes,singleton,1,620,175,201;244,2.69,X-ray
RED01043,1,1HYR,1HYR,yes,singleton,1,427,175,124;128,2.7,X-ray
RED01044,1,7FI8,7FI8,yes,singleton,1,423,175,123;125,2.8,X-ray
RED01045,1,8SGB,8SGB,yes,singleton,1,621,175,205;241,2.80001551676,X-ray
RED01046,1,9BTY,9BTY,yes,singleton,1,620,175,201;244,2.85,X-ray
RED01047,1,6XQP,6XQP,yes,singleton,1,614,175,193;246,2.9,X-ray
RED01048,1,3VWK,3VWK,yes,singleton,1,611,175,242;194,2.935,X-ray
RED01049,1,4X6D,4X6D,yes,singleton,1,617,175,200;242,2.98,X-ray
RED01050,1,7RYO,7RYO,yes,singleton,1,413,175,238,3.0,X-ray
RED01051,1,4GUP,4GUP,yes,singleton,1,175,175,,3.2,X-ray
RED01052,1,6MWR,6MWR,yes,singleton,1,175,175,,3.3,X-ray
RED01053,1,5WL1,5WL1,yes,singleton,1,174,174,,1.38,X-ray
RED01054,1,5L2J,5L2J,yes,singleton,1,174,174,,1.65,X-ray
RED01055,1,5WKE,5WKE,yes,singleton,1,174,174,,1.69,X-ray
RED01056,1,6D64,6D64,yes,singleton,1,174,174,,1.7,X-ray
RED01057,1,2WY3,2WY3,yes,singleton,1,311,174,137,1.8,X-ray
RED01058,1,2H26,2H26,yes,singleton,1,174,174,,1.8,X-ray
RED01059,1,7ZT7,7ZT7,yes,singleton,1,600,174,184;242,1.84,X-ray
RED01060,1,9OI0,9OI0,yes,singleton,1,174,174,,1.84,X-ray
RED01061,1,8GLE,8GLE,yes,singleton,1,174,174,,1.85,X-ray
RED01062,1,5J1A,5J1A,yes,singleton,1,174,174,,1.86,X-ray
RED01063,1,8DV3,8DV3,yes,singleton,1,174,174,,1.9,X-ray
RED01064,1,4PJE,4PJE,yes,singleton,1,603,174,240;189,1.95,X-ray
RED01065,1,1T7V,1T7V,yes,singleton,1,174,174,,1.95,X-ray
RED01066,1,5D7J,5D7J,yes,singleton,1,614,174,240;200,1.97,X-ray
RED01067,1,9O06,9O06,yes,singleton,1,605,174,241;190,2.0,X-ray
RED01068,1,7SH4,7SH4,yes,singleton,1,174,174,,2.0,X-ray
RED01069,1,8GLF,8GLF,yes,singleton,1,174,174,,2.0,X-ray
RED01070,1,7ZT4,7ZT4,yes,singleton,1,599,174,183;242,2.02,X-ray
RED01071,1,9QWJ,9QWJ,yes,singleton,1,604,174,186;244,2.04,X-ray
RED01072,1,5WKG,5WKG,yes,singleton,1,174,174,,2.06,X-ray
RED01073,1,7ZT5,7ZT5,yes,singleton,1,600,174,242;184,2.09,X-ray
RED01074,1,9Y0U,9Y0U,yes,singleton,1,614,174,198;242,2.1,X-ray
RED01075,1,8GLI,8GLI,yes,singleton,1,174,174,,2.1,X-ray
RED01076,1,7FI9,7FI9,yes,singleton,1,434,174,124;136,2.16,X-ray
RED01077,1,4PJX,4PJX,yes,singleton,1,598,174,237;187,2.25,X-ray
RED01078,1,7KOZ,7KOZ,yes,singleton,1,174,174,,2.25,X-ray
RED01079,1,1TMC,1TMC,yes,singleton,1,184,174,,2.3,X-ray
RED01080,1,4S0U,4S0U,yes,singleton,1,424,174,126;124,2.35,X-ray
RED01081,1,4LCW,4LCW,yes,singleton,1,602,174,188;240,2.4,X-ray
RED01082,1,6V7Y,6V7Y,yes,singleton,1,300,174,126,2.4,X-ray
RED01083,1,5C9J,5C9J,yes,singleton,1,174,174,,2.4,X-ray
RED01084,1,7UMG,7UMG,yes,singleton,1,174,174,,2.4,X-ray
RED01085,1,4PJ7,4PJ7,yes,singleton,1,611,174,238;199,2.5,X-ray
RED01086,1,7UFJ,7UFJ,yes,singleton,1,610,174,194;242,2.5,X-ray
RED01087,1,4PJC,4PJC,yes,singleton,1,601,174,239;188,2.5,X-ray
RED01088,1,1JE6,1JE6,yes,singleton,1,174,174,,2.5,X-ray
RED01089,1,4PJA,4PJA,yes,singleton,1,597,174,235;188,2.68,X-ray
RED01090,1,7RYN,7RYN,yes,singleton,1,174,174,,2.7,X-ray
RED01091,1,7FI7,7FI7,yes,singleton,1,431,174,124;133,2.78,X-ray
RED01092,1,1GZP,1GZP,yes,singleton,1,174,174,,2.8,X-ray
RED01093,1,9HI7,9HI7,yes,singleton,1,612,174,245;193,2.81,X-ray
RED01094,1,9BTZ,9BTZ,yes,singleton,1,619,174,245;200,3.0,X-ray
RED01095,1,9Y0V,9Y0V,yes,singleton,1,615,174,243;198,3.0,X-ray
RED01096,1,3TZV,3TZV,yes,singleton,1,619,174,244;201,3.056,X-ray
RED01097,1,1UQS,1UQS,yes,singleton,1,174,174,,3.1,X-ray
RED01098,1,8ZOX,8ZOX,yes,singleton,1,620,174,244;202,3.18,EM
RED01099,1,2PO6,2PO6,yes,singleton,1,621,174,244;203,3.2,X-ray
RED01100,1,5L2K,5L2K,yes,singleton,1,601,174,242;185,3.2,X-ray
RED01101,1,7RYM,7RYM,yes,singleton,1,409,174,235,3.2,X-ray
RED01102,1,9RSE,9RSE,yes,singleton,1,173,173,,1.76,X-ray
RED01103,1,5U6Q,5U6Q,yes,singleton,1,617,173,200;244,1.9,X-ray
RED01104,1,4X6F,4X6F,yes,singleton,1,173,173,,1.91,X-ray
RED01105,1,6PUF,6PUF,yes,singleton,1,618,173,245;200,1.92,X-ray
RED01106,1,6PUJ,6PUJ,yes,singleton,1,617,173,200;244,1.92,X-ray
RED01107,1,6PUM,6PUM,yes,singleton,1,619,173,202;244,1.96,X-ray
RED01108,1,5U16,5U16,yes,singleton,1,616,173,200;243,2.0,X-ray
RED01109,1,7KP1,7KP1,yes,singleton,1,173,173,,2.02,X-ray
RED01110,1,9BTX,9BTX,yes,singleton,1,618,173,200;245,2.05,X-ray
RED01111,1,6PUK,6PUK,yes,singleton,1,618,173,201;244,2.08,X-ray
RED01112,1,9Z4R,9Z4R,yes,singleton,1,618,173,244;201,2.08,X-ray
RED01113,1,6PVD,6PVD,yes,singleton,1,617,173,244;200,2.14,X-ray
RED01114,1,9OHZ,9OHZ,yes,singleton,1,173,173,,2.14,X-ray
RED01115,1,9EK7,9EK7,yes,singleton,1,617,173,200;244,2.15,X-ray
RED01116,1,6NUX,6NUX,yes,singleton,1,173,173,,2.2,X-ray
RED01117,1,9EK6,9EK6,yes,singleton,1,618,173,201;244,2.22,X-ray
RED01118,1,3HUJ,3HUJ,yes,singleton,1,620,173,245;202,2.5,X-ray
RED01119,1,5U72,5U72,yes,singleton,1,616,173,243;200,2.5,X-ray
RED01120,1,4MQ7,4MQ7,yes,singleton,1,173,173,,2.6032,X-ray
RED01121,1,5U1R,5U1R,yes,singleton,1,615,173,243;199,2.7,X-ray
RED01122,1,8TLZ,8TLZ,yes,singleton,1,173,173,,2.75,X-ray
RED01123,1,4X6C,4X6C,yes,singleton,1,617,173,243;201,2.8,X-ray
RED01124,1,4LHU,4LHU,yes,singleton,1,602,173,227;202,2.87,X-ray
RED01125,1,9BU0,9BU0,yes,singleton,1,617,173,244;200,2.89,X-ray
RED01126,1,1ZT4,1ZT4,yes,singleton,1,173,173,,3.0,X-ray
RED01127,1,3VWJ,3VWJ,yes,singleton,1,607,173,241;193,3.093,X-ray
RED01128,1,9RU5,9RU5,yes,singleton,1,608,173,231;195,3.26,EM
RED01129,1,8TM0,8TM0,yes,singleton,1,426,173,253,3.83,X-ray
RED01130,2,6QIO,6QIO,yes,best_resolution,1,756,172,584,1.95,X-ray
RED01130,2,6QIP,6QIO,no,best_resolution,2,754,172,582,2.45,X-ray
RED01131,1,1ONQ,1ONQ,yes,singleton,1,172,172,,2.15,X-ray
RED01132,1,4WW2,4WW2,yes,singleton,1,618,172,243;203,2.48,X-ray
RED01133,1,6C09,6C09,yes,singleton,1,608,172,244;192,2.95,X-ray
RED01134,1,8RWB,8RWB,yes,singleton,1,600,171,212;217,2.307,X-ray
RED01135,1,6LA6,6LA6,yes,singleton,1,694,171,238;285,2.39,EM
RED01136,1,9WYD,9WYD,yes,singleton,1,385,171,214,2.65,X-ray
RED01137,1,6FGB,6FGB,yes,singleton,1,390,171,219,2.9,X-ray
RED01138,1,9OC7,9OC7,yes,singleton,1,389,171,218,3.07,X-ray
RED01139,1,6C15,6C15,yes,singleton,1,171,171,,3.21,X-ray
RED01140,1,9DBT,9DBT,yes,singleton,1,386,171,215,3.4,X-ray
RED01141,1,9NAV,9NAV,yes,singleton,1,720,171,549,3.81,EM
RED01142,4,7Q5D,7Q5D,yes,greatest_mhc_length,1,170,170,,1.8,X-ray
RED01142,4,7OKU,7Q5D,no,greatest_mhc_length,2,169,169,,1.95,X-ray
RED01142,4,1L8J,7Q5D,no,greatest_mhc_length,3,166,166,,2.0,X-ray
RED01142,4,7OKT,7Q5D,no,greatest_mhc_length,4,165,165,,1.95,X-ray
RED01143,5,6C98,6C98,yes,best_resolution,1,170,170,,1.85,X-ray
RED01143,5,6C97,6C98,no,best_resolution,2,170,170,,2.0,X-ray
RED01143,5,1EXU,6C98,no,best_resolution,3,169,169,,2.7,X-ray
RED01143,5,5BXF,6C98,no,best_resolution,4,169,169,,2.851,X-ray
RED01143,5,9OC6,6C98,no,best_resolution,5,163,163,,2.97,X-ray
RED01144,1,6C99,6C99,yes,singleton,1,170,170,,2.0,X-ray
RED01145,1,4K71,4K71,yes,singleton,1,753,170,583,2.4,X-ray
RED01146,1,6WNA,6WNA,yes,singleton,1,370,170,200,2.4,X-ray
RED01147,1,9MI6,9MI6,yes,singleton,1,597,170,211;216,2.41,X-ray
RED01148,1,4WO4,4WO4,yes,singleton,1,612,170,242;200,2.5,X-ray
RED01149,1,3S6C,3S6C,yes,singleton,1,170,170,,2.9,X-ray
RED01150,1,4N0F,4N0F,yes,singleton,1,753,170,583,3.02,X-ray
RED01151,1,4WWK,4WWK,yes,singleton,1,598,170,188;240,3.1,X-ray
RED01152,1,13BR,13BR,yes,singleton,1,394,170,103;121,3.1,EM
RED01153,1,6ILM,6ILM,yes,singleton,1,1238,170,238;289;289;252,3.4,EM
RED01154,1,4N0U,4N0U,yes,singleton,1,962,170,209;583,3.8,X-ray
RED01155,1,9NKH,9NKH,yes,singleton,1,178,169,,1.94,X-ray
RED01156,1,6LA7,6LA7,yes,singleton,1,705,169,251;285,2.82,EM
RED01157,1,9TJX,9TJX,yes,singleton,1,201,169,32,3.0,X-ray
RED01158,1,7C9V,7C9V,yes,singleton,1,934,169,251;238;276,3.3,EM
RED01159,1,7OKS,7OKS,yes,singleton,1,168,168,,1.95,X-ray
RED01160,1,6WOL,6WOL,yes,singleton,1,377,168,209,2.49,X-ray
RED01161,1,4V3E,4V3E,yes,singleton,1,360,168,192,2.9,X-ray
RED01162,1,4V3D,4V3D,yes,singleton,1,353,167,186,2.65,X-ray
RED01163,1,7OKV,7OKV,yes,singleton,1,166,166,,1.85,X-ray
RED01164,1,6SNY,6SNY,yes,singleton,1,273,166,107,3.11,X-ray
RED01165,1,8C44,8C44,yes,singleton,1,624,166,458,3.2,EM
RED01166,1,7XXA,7XXA,yes,singleton,1,1205,165,276;276;250;238,3.09,EM
RED01167,1,6NHA,6NHA,yes,singleton,1,163,163,,2.381,X-ray
RED01168,1,5WHK,5WHK,yes,singleton,1,585,162,211;212,2.5,X-ray
RED01169,1,4PDC,4PDC,yes,singleton,1,393,148,123;122,1.991,X-ray
RED01170,1,4FFE,4FFE,yes,singleton,1,148,148,,2.25,X-ray
