pdb_id,chain,res_start,res_end,uniprot_id,target_length,mapped_length,uniprot_name,organism,gene_name,entry_status,belongs_to,mapped_class,mapped_superclass,binder,ligand
8V4Z,A,1,179,F4NBT2,179,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6VRN,A,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5NMG,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
9BL9,A,1,179,A0A411J078,179,342,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4QRU,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3KPR,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
2CIK,A,1,180,O19626,180,322,HLA-B35,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4K7F,A,1,179,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7T0L,A,1,180,A3F718,180,296,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8TNJ,A,110,287,A0A858LJX3,178,363,MHC class I antigen,Homo sapiens,HLA-B_SC,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,yes,yes
3KWW,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2BVQ,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3VFM,A,1,180,C5MK56,180,362,HLA-B*3507,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2BSS,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3L3D,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2NW3,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7X1B,A,1,180,A0A678ZMW1,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3QDG,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4JQX,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5MER,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3DXA,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
2BST,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
9BL4,A,1,180,I3ZN84,180,362,HLA-B alpha chain (B*5703GB),Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
4QRT,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
8RJ5,A,1,180,A0A5H2UYS3,180,367,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6VB3,A,2,181,F4NBQ1,180,337,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8FJB,A,1,180,Q861F7,180,341,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5D2L,A,1,179,P04439,179,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6EQB,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6PYW,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7CIR,A,1,180,O78189,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3QEQ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5IB5,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2P5W,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3MV8,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
3WUW,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
5B39,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
3UPR,A,1,179,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3O3D,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8GVG,H,1,180,F6IQZ4,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
2C7U,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4GKN,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1KTL,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
6Y2B,A,1,180,A0A2R7Z5J3,180,362,Lymphocyte antigen HLA-B27,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
2X4U,D,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3SKM,A,1,173,P01889,173,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
8RCV,A,1,180,C5IYE8,180,362,HLA class I histocompatibility antigen B alpha chain,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6Y29,A,1,180,A0A2R7Z5J3,180,362,Lymphocyte antigen HLA-B27,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4EUP,D,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3LV3,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2AXF,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3BP7,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1TMC,A,1,174,P04439,174,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
3KPN,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3QDJ,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5WMR,A,1,170,P01889,170,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7RE7,D,1,180,A0A140T913,180,371,"Major histocompatibility complex, class I, A",Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
5DEG,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5IB1,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
4G9D,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
8VRA,A,1,178,P04439,178,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
2VLR,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3BP4,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6VQD,A,1,180,O78189,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8HN4,A,2,179,F6IR24,178,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1M05,A,1,172,P01889,172,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7DYN,A,1,180,O78189,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6Y28,A,1,180,A0A6B7HFJ9,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
7CIS,A,1,180,O78189,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1KPR,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,no,yes
4G9F,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
5D2N,H,2,179,P04439,178,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1A1M,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3BO8,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6EI2,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
6Y27,A,1,180,A0A2R7Z5J3,180,362,Lymphocyte antigen HLA-B27,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
4G8I,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
8ESB,A,1,180,Q53Z42,180,365,HLA class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8RRO,C,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6VPZ,A,1,180,O78189,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
1UXW,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
8YIV,A,1,180,F6IQR9,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3CZF,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1HSA,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5IB4,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2A83,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2BSR,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
9C6W,A,113,292,I3ZN83,180,362,MHC class I antigen,Homo sapiens,HLA-B_SC,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,no,yes
8T7R,i,1,180,F6IQR9,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1OF2,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
8VR9,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8T6M,E,1,180,I3QHR3,180,181,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
7CIQ,A,1,180,O78189,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
5VGE,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
6APN,A,113,292,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A_SC,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,no,yes
6UON,D,1,179,C1K0Y1,179,366,HLA class I antigen,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8YJ2,A,1,180,F6IQR9,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
9C6V,A,116,295,I3ZN83,180,362,MHC class I antigen,Homo sapiens,HLA-B_SC,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,no,yes
5IB2,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
3B6S,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1OGT,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7N2Q,A,1,180,A3F718,180,296,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
6Y2A,A,1,180,A0A6B7HFJ9,180,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8V50,A,1,179,O19626,179,322,HLA-B35,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
8GVI,H,1,180,F6IQZ4,180,337,MHC class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
3CII,A,1,179,P13747,179,358,"HLA class I histocompatibility antigen, alpha chain E",Homo sapiens,HLA-E,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ib,Non-classical MHC-I,yes,yes
7QPD,M,1,178,P04439,178,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,no
4U1K,A,2,180,P01889,179,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1JGE,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
5IB3,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
1UXS,A,1,180,P01889,180,362,"HLA class I histocompatibility antigen, B alpha chain",Homo sapiens,HLA-B,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
2HLA,A,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,no
8EC5,A,1,161,Q5SS57,161,362,HLA class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8VRB,A,1,180,A0A3G8GE10,180,365,HLA-A antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1QQD,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,no,yes
7DUU,A,1,179,F6IQA6,179,349,MHC class I antigen,Homo sapiens,HLA-C,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1EFX,A,2,180,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
8ESA,A,1,180,Q53Z42,180,365,HLA class I antigen,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,no,yes
8TMU,A,1,179,A0A583ZBV1,179,362,MHC class I antigen,Homo sapiens,HLA-B,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
1IM9,A,1,179,P10321,179,366,"HLA class I histocompatibility antigen, C alpha chain",Homo sapiens,HLA-C,Uniprotkb reviewed (swiss-prot),,HLA Class Ia,Classical MHC-I,yes,yes
5E6I,I,1,180,P04439,180,365,"HLA class I histocompatibility antigen, A alpha chain",Homo sapiens,HLA-A,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,HLA Class Ia,Classical MHC-I,yes,yes
9C3E,H,94,252,H9BNV4,159,312,MHC class I antigen,Homo sapiens,HLA-A_SC,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,HLA Class Ia SC,Classical MHC-I SC,yes,yes
6PUI,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
5U1R,C,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
5U72,A,3,173,Q95460,171,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,no
6PUL,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
5U16,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
6PUD,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
6XQP,A,1,175,Q95460,175,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
7ZT8,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
9BTX,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
5U6Q,C,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
4NQD,A,1,177,Q95460,177,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,no,yes
6PUM,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
4L4V,A,1,176,Q95460,176,341,Major histocompatibility complex class I-related protein 1,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,MR1,MHC-I like,yes,yes
