pdb_id,new_chain,original_chain,uniprot_id,gene_name,uniprot_name,organism,classification
9CGR,C,G,GO_FALLBACK,Missing entry,TCR TRAV1-2,Homo sapiens,TCR TRAV1-2
9BL4,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
9CGR,D,H,GO_FALLBACK,Missing entry,TCR TRBV 6-1,Homo sapiens,TCR TRBV 6-1
9BL5,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
9BL2,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
9BLA,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
9D73,C,H,GO_FALLBACK,Missing entry,B1.23.2 mAb Heavy Chain: Full-length,Homo sapiens,B1.23.2 mAb Heavy Chain: Full-length
9D73,D,L,GO_FALLBACK,Missing entry,B1.23.2 Light Chain: VL and C kappa domains,Homo sapiens,B1.23.2 Light Chain: VL and C kappa domains
9D74,C,H,GO_FALLBACK,Missing entry,B1.23.2 Fab Heavy Chain: CH and CH1 domains,Homo sapiens,B1.23.2 Fab Heavy Chain: CH and CH1 domains
9D74,D,L,GO_FALLBACK,Missing entry,B1.23.2 Fab Light Chain: VL and C kappa domains,Homo sapiens,B1.23.2 Fab Light Chain: VL and C kappa domains
9D95,D,D,GO_FALLBACK,Missing entry,T cell receptor alpha chain,Homo sapiens,T cell receptor alpha chain
9BL3,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
9BL6,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
9D95,E,E,GO_FALLBACK,Missing entry,T cell receptor beta chain,Homo sapiens,T cell receptor beta chain
9DL1,B,A,GO_FALLBACK,Missing entry,TRACeR-I,Homo sapiens,TRACeR-I
9DL1,D,D,GO_FALLBACK,Missing entry,TRACeR-I,Homo sapiens,TRACeR-I
9BL9,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
9C3E,B,A,P01848,TRAC,T cell receptor alpha chain constant,Homo sapiens,TRAC
9EK6,C,G,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
9C3E,C,B,P0DTU4,TRB,T cell receptor beta chain MC.7.G5,Homo sapiens,TRB
9EK6,D,H,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
9C42,C,G,Q6P4G7,TRA@,Missing entry,Homo sapiens,TRA@
9EK7,C,G,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
9FE1,D,D,GO_FALLBACK,Missing entry,DARPin NY_1,synthetic construct,DARPin NY_1
9GV6,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
9GV7,D,D,GO_FALLBACK,Missing entry,TCR Alpha,Homo sapiens,TCR Alpha
9GV6,E,E,GO_FALLBACK,Missing entry,TCR Beta,Homo sapiens,TCR Beta
9EK7,B,B,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
9GV7,E,E,GO_FALLBACK,Missing entry,TCR Beta,Homo sapiens,TCR Beta
9HKQ,D,F,GO_FALLBACK,Missing entry,single domain antibody VHH5,synthetic construct,single domain antibody VHH5
9HLJ,D,D,GO_FALLBACK,Missing entry,GV37-TCR alpha chain,Homo sapiens,GV37-TCR alpha chain
9HLJ,E,E,GO_FALLBACK,Missing entry,GV37-TCR beta chain,Homo sapiens,GV37-TCR beta chain
9D96,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
9J4T,D,D,GO_FALLBACK,Missing entry,SPR epitope specific TCR CLB1 ALPHA,Homo sapiens,SPR epitope specific TCR CLB1 ALPHA
9J4T,E,E,GO_FALLBACK,Missing entry,SPR epitope specific TCR CLB1 BETA,Homo sapiens,SPR epitope specific TCR CLB1 BETA
9J4U,D,D,GO_FALLBACK,Missing entry,LLL epitope specific TCR APHLA,Homo sapiens,LLL epitope specific TCR APHLA
9D97,D,G,P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1,Homo sapiens,KIR3DL1
9J4U,E,E,GO_FALLBACK,Missing entry,LLL epitope specific TCR BETA,Homo sapiens,LLL epitope specific TCR BETA
9K2I,D,D,GO_FALLBACK,Missing entry,T cell receptor5934 chain alpha,Homo sapiens,T cell receptor5934 chain alpha
9K2I,E,E,GO_FALLBACK,Missing entry,T cell receptor 5934 chain beta,Homo sapiens,T cell receptor 5934 chain beta
9DBT,C,H,O12792,Missing entry,Capsid polyprotein VP90,Human astrovirus-1,Capsid polyprotein VP90
9K2R,D,J,GO_FALLBACK,Missing entry,T cell receptor alpha chain,Homo sapiens,T cell receptor alpha chain
9K2R,E,K,GO_FALLBACK,Missing entry,T cell receptor beta chain,Homo sapiens,T cell receptor beta chain
9MI6,C,H,GO_FALLBACK,Missing entry,nipocalimab Fab heavy chain,Homo sapiens,nipocalimab Fab heavy chain
9MI6,D,L,GO_FALLBACK,Missing entry,nipocalimab Fab light chain,Homo sapiens,nipocalimab Fab light chain
9MIN,D,D,GO_FALLBACK,Missing entry,designed minibinder KH46,synthetic construct,designed minibinder KH46
9MS0,C,C,GO_FALLBACK,Missing entry,A2-TRAV1-2-TRAJ12,Homo sapiens,A2-TRAV1-2-TRAJ12
9MS0,D,D,GO_FALLBACK,Missing entry,A2-TRBV6-2-TRBJ1-2,Homo sapiens,A2-TRBV6-2-TRBJ1-2
9NDS,C,D,GO_FALLBACK,Missing entry,A6c134 TCR alpha chain,Homo sapiens,A6c134 TCR alpha chain
9NDS,D,E,GO_FALLBACK,Missing entry,A6c134 TCR beta chain,Homo sapiens,A6c134 TCR beta chain
9HI7,C,D,P0DTU3,TRA,T cell receptor alpha chain MC.7.G5,Homo sapiens,TRA
9HI7,D,E,P0DTU4,TRB,T cell receptor beta chain MC.7.G5,Homo sapiens,TRB
9NFB,D,D,GO_FALLBACK,Missing entry,R302 Fab light chain,Homo sapiens,R302 Fab light chain
9NFB,E,E,GO_FALLBACK,Missing entry,R302 Fab heavy chain,Homo sapiens,R302 Fab heavy chain
9NFC,D,D,GO_FALLBACK,Missing entry,R302 Fab light chain,Homo sapiens,R302 Fab light chain
9NFC,E,E,GO_FALLBACK,Missing entry,R302 Fab heavy chain,Homo sapiens,R302 Fab heavy chain
9NMU,D,D,GO_FALLBACK,Missing entry,TCR156 alpha chain,Homo sapiens,TCR156 alpha chain
9NMU,E,E,GO_FALLBACK,Missing entry,TCR156 beta chain,Homo sapiens,TCR156 beta chain
9NMV,D,D,GO_FALLBACK,Missing entry,TCR156 alpha chain S32H variant,Homo sapiens,TCR156 alpha chain S32H variant
9NMV,E,E,GO_FALLBACK,Missing entry,TCR156 beta chain,Homo sapiens,TCR156 beta chain
9NMW,D,D,GO_FALLBACK,Missing entry,TCR156 alpha chain S30E S32Q,Homo sapiens,TCR156 alpha chain S30E S32Q
9NMW,E,E,GO_FALLBACK,Missing entry,TCR156 beta chain,Homo sapiens,TCR156 beta chain
9NNF,B,A,GO_FALLBACK,Missing entry,De-novo designed binder NY1-B04,synthetic construct,De-novo designed binder NY1-B04
9NW6,C,G,GO_FALLBACK,Missing entry,CA147v24 heavy chain,Homo sapiens,CA147v24 heavy chain
9NW6,D,H,GO_FALLBACK,Missing entry,CA147v24 light chain,Homo sapiens,CA147v24 light chain
9NW7,C,H,GO_FALLBACK,Missing entry,CA117v2v8 heavy chain,Homo sapiens,CA117v2v8 heavy chain
9K2S,C,C,Q8N742,KIR2DL2,Missing entry,Homo sapiens,KIR2DL2
9L4H,D,D,P43627,KIR2DL2,Killer cell immunoglobulin-like receptor 2DL2,Homo sapiens,KIR2DL2
9NW7,D,L,GO_FALLBACK,Missing entry,CA117v2v8 light chain,Homo sapiens,CA117v2v8 light chain
9NW8,C,H,GO_FALLBACK,Missing entry,CA117v2v8 heavy chain,Homo sapiens,CA117v2v8 heavy chain
9NW8,D,L,GO_FALLBACK,Missing entry,CA117v2v8 light chain,Homo sapiens,CA117v2v8 light chain
9NW9,C,H,GO_FALLBACK,Missing entry,CA117v2v8 heavy chain,Homo sapiens,CA117v2v8 heavy chain
9L4I,D,D,P43627,KIR2DL2,Killer cell immunoglobulin-like receptor 2DL2,Homo sapiens,KIR2DL2
9NW9,D,L,GO_FALLBACK,Missing entry,CA117v2v8 light chain,Homo sapiens,CA117v2v8 light chain
9O05,C,G,GO_FALLBACK,Missing entry,TCR-alpha,Homo sapiens,TCR-alpha
9O05,D,H,GO_FALLBACK,Missing entry,TCR-beta,Homo sapiens,TCR-beta
9NAV,B,D,A0A3G6VE21,ORF2,Capsid polyprotein VP90,Human astrovirus-1,ORF2
9O06,B,D,GO_FALLBACK,Missing entry,TCR-alpha,Homo sapiens,TCR-alpha
9O06,C,E,GO_FALLBACK,Missing entry,TCR-beta,Homo sapiens,TCR-beta
9O07,B,D,GO_FALLBACK,Missing entry,TCR-alpha,Homo sapiens,TCR-alpha
9O07,C,E,GO_FALLBACK,Missing entry,TCR-beta,Homo sapiens,TCR-beta
9O08,D,H,GO_FALLBACK,Missing entry,TCR-beta,Homo sapiens,TCR-beta
9O08,C,G,GO_FALLBACK,Missing entry,TCR-alpha,Homo sapiens,TCR-alpha
9O55,C,H,GO_FALLBACK,Missing entry,RM010 Fab heavy chain,Homo sapiens,RM010 Fab heavy chain
9O55,D,L,GO_FALLBACK,Missing entry,RM010 Fab light chain,Homo sapiens,RM010 Fab light chain
9O5S,E,Q,GO_FALLBACK,Missing entry,BXMart1-3 minibinder,synthetic construct,BXMart1-3 minibinder
9PBH,D,D,GO_FALLBACK,Missing entry,TCR19.2 alpha chain,Homo sapiens,TCR19.2 alpha chain
9PBH,E,E,GO_FALLBACK,Missing entry,TCR 19.2 beta chain,Homo sapiens,TCR 19.2 beta chain
9QQE,C,H,GO_FALLBACK,Missing entry,SN230G6 Fab Heavy Chain,Homo sapiens,SN230G6 Fab Heavy Chain
9QQE,D,L,GO_FALLBACK,Missing entry,SN230G6 Fab Light Chain,Homo sapiens,SN230G6 Fab Light Chain
9QWJ,D,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
9QWJ,C,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
9QQF,C,H,GO_FALLBACK,Missing entry,WIM8E5 Fab Heavy Chain,Homo sapiens,WIM8E5 Fab Heavy Chain
9QWK,D,D,GO_FALLBACK,Missing entry,TCR alpha,Homo sapiens,TCR alpha
9QWK,E,E,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
9RU5,B,A,GO_FALLBACK,Missing entry,TCRpub alpha chain,Homo sapiens,TCRpub alpha chain
9RU5,C,B,GO_FALLBACK,Missing entry,TCRpub beta chain,Homo sapiens,TCRpub beta chain
9RUP,B,A,GO_FALLBACK,Missing entry,"T cell receptor, alpha chain",Homo sapiens,"T cell receptor, alpha chain"
9RUP,C,B,GO_FALLBACK,Missing entry,"T cell receptor, beta chain",Homo sapiens,"T cell receptor, beta chain"
9RXM,B,A,GO_FALLBACK,Missing entry,T cell receptor alpha chain,Homo sapiens,T cell receptor alpha chain
9RXM,C,B,GO_FALLBACK,Missing entry,T cell receptor beta chain,Homo sapiens,T cell receptor beta chain
9WBD,C,B,GO_FALLBACK,Missing entry,TCR beta,Homo sapiens,TCR beta
9WC2,B,A,GO_FALLBACK,Missing entry,C4 TCR alpha chain,Homo sapiens,C4 TCR alpha chain
9WC2,C,B,GO_FALLBACK,Missing entry,C4 TCR beta chain,Homo sapiens,C4 TCR beta chain
9WC3,B,A,GO_FALLBACK,Missing entry,C4 TCR alpha chain,Homo sapiens,C4 TCR alpha chain
9WC3,C,B,GO_FALLBACK,Missing entry,C4 TCR beta chain,Homo sapiens,C4 TCR beta chain
9OC7,B,X,Q82446,Missing entry,Capsid polyprotein VP90,Human astrovirus-2,Capsid polyprotein VP90
9WJ6,B,A,GO_FALLBACK,Missing entry,C8K10D5-1 Fab Light chain,Homo sapiens,C8K10D5-1 Fab Light chain
9WJ6,C,B,GO_FALLBACK,Missing entry,C8K10D5-1 Fab heavy chain,Homo sapiens,C8K10D5-1 Fab heavy chain
9Y0V,C,D,GO_FALLBACK,Missing entry,TCR alpha chain,Homo sapiens,TCR alpha chain
9Y0U,C,E,GO_FALLBACK,Missing entry,TCR beta chain,Homo sapiens,TCR beta chain
9Y0U,B,D,GO_FALLBACK,Missing entry,TCR alpha chain,Homo sapiens,TCR alpha chain
9Y0V,D,E,GO_FALLBACK,Missing entry,TCR beta chain,Homo sapiens,TCR beta chain
9Y0W,B,D,GO_FALLBACK,Missing entry,TCR alpha chain,Homo sapiens,TCR alpha chain
9Y0W,C,E,GO_FALLBACK,Missing entry,TCR beta chain,Homo sapiens,TCR beta chain
9YTD,D,H,GO_FALLBACK,Missing entry,vAB66 heavy chain,synthetic construct,vAB66 heavy chain
9RCV,C,F,O15533,TAPBP,Tapasin,Homo sapiens,TAPBP
9YTD,E,L,GO_FALLBACK,Missing entry,vAB66 light chain,synthetic construct,vAB66 light chain
9YTF,E,F,GO_FALLBACK,Missing entry,vAB30 light chain,synthetic construct,vAB30 light chain
9YTF,F,G,GO_FALLBACK,Missing entry,vAB30 heavy chain,synthetic construct,vAB30 heavy chain
9YW4,B,A,GO_FALLBACK,Missing entry,TCR Alpha chain,Homo sapiens,TCR Alpha chain
9YW4,C,B,GO_FALLBACK,Missing entry,TCR Beta chain,Homo sapiens,TCR Beta chain
9TJX,B,E,P08709,F7,Coagulation factor VII,Homo sapiens,F7
9Z4R,C,G,GO_FALLBACK,Missing entry,TCRa,Homo sapiens,TCRa
9Z4R,D,H,GO_FALLBACK,Missing entry,TCRb,Homo sapiens,TCRb
9ZCL,B,A,GO_FALLBACK,Missing entry,N17.3.2 TCR alpha,Homo sapiens,N17.3.2 TCR alpha
9ZCL,C,B,GO_FALLBACK,Missing entry,N17.3.2 TCR beta,Homo sapiens,N17.3.2 TCR beta
9NMX,D,D,GO_FALLBACK,Missing entry,TCR156 alpha chain S32M extracellular domains,Homo sapiens,TCR156 alpha chain S32M extracellular domains
9NMX,E,E,GO_FALLBACK,Missing entry,TCR156 beta chain extracellular domains,Homo sapiens,TCR156 beta chain extracellular domains
9NMY,E,E,GO_FALLBACK,Missing entry,TCR156 beta chain,Homo sapiens,TCR156 beta chain
9NMY,D,D,GO_FALLBACK,Missing entry,TCR156 alpha chain S32Q variant,Homo sapiens,TCR156 alpha chain S32Q variant
8ES9,B,A,GO_FALLBACK,Missing entry,PN45428 TCR alpha chain,Homo sapiens,PN45428 TCR alpha chain
8ES9,C,B,GO_FALLBACK,Missing entry,PN45428 TCR beta chain,Homo sapiens,PN45428 TCR beta chain
9WYD,C,C,Q9IFX1,Missing entry,Capsid polyprotein VP90,Human astrovirus-8,Capsid polyprotein VP90
9WBD,B,A,GO_FALLBACK,Missing entry,"T cell receptor alpha variable 25,T cell receptor alpha chain constant",Homo sapiens,"T cell receptor alpha variable 25,T cell receptor alpha chain constant"
