id,UMAP1,UMAP2,umap_input,umap_neighbors,umap_min_dist,umap_spread,umap_repulsion_strength,random_state,source,pdb_id,gene_name,mapped_class,mapped_superclass,mhc_bound_state
5c0d,4.2465067,-1.2521844,precomputed,8,0.8,1.0,1.0,42,pdb,5C0D,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6ulk,2.3531446,10.318748,precomputed,8,0.8,1.0,1.0,42,pdb,6ULK,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-L
7mj6,7.3116226,-0.037273508,precomputed,8,0.8,1.0,1.0,42,pdb,7MJ6,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3bh9,3.316178,4.828012,precomputed,8,0.8,1.0,1.0,42,pdb,3BH9,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1jf1,3.500951,2.072381,precomputed,8,0.8,1.0,1.0,42,pdb,1JF1,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3lkn,-1.1788336,16.410896,precomputed,8,0.8,1.0,1.0,42,pdb,3LKN,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6uzo,-1.0331305,11.868074,precomputed,8,0.8,1.0,1.0,42,pdb,6UZO,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8tub,1.2300258,8.4293785,precomputed,8,0.8,1.0,1.0,42,pdb,8TUB,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4u6x,9.671803,-1.6417805,precomputed,8,0.8,1.0,1.0,42,pdb,4U6X,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mro,4.856888,-1.1772044,precomputed,8,0.8,1.0,1.0,42,pdb,3MRO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7q99,3.4981878,3.8603566,precomputed,8,0.8,1.0,1.0,42,pdb,7Q99,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8emj,-0.6424857,16.645008,precomputed,8,0.8,1.0,1.0,42,pdb,8EMJ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5wmo,1.2688844,10.025116,precomputed,8,0.8,1.0,1.0,42,pdb,5WMO,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3gsv,5.9442863,-1.8683335,precomputed,8,0.8,1.0,1.0,42,pdb,3GSV,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5tez,1.5489184,0.3328466,precomputed,8,0.8,1.0,1.0,42,pdb,5TEZ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2bnq,6.578409,3.7292888,precomputed,8,0.8,1.0,1.0,42,pdb,2BNQ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2hn7,8.727273,1.0245997,precomputed,8,0.8,1.0,1.0,42,pdb,2HN7,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7n2s,8.012567,18.552187,precomputed,8,0.8,1.0,1.0,42,pdb,7N2S,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3oxs,6.631865,-0.22112826,precomputed,8,0.8,1.0,1.0,42,pdb,3OXS,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3qfd,4.1654286,5.6493936,precomputed,8,0.8,1.0,1.0,42,pdb,3QFD,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3utq,4.335052,-1.3494278,precomputed,8,0.8,1.0,1.0,42,pdb,3UTQ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3o3a,6.742004,2.8848934,precomputed,8,0.8,1.0,1.0,42,pdb,3O3A,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6amu,4.3094172,4.330332,precomputed,8,0.8,1.0,1.0,42,pdb,6AMU,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6vmx,1.3702382,9.539537,precomputed,8,0.8,1.0,1.0,42,pdb,6VMX,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6ewo,5.515822,4.808789,precomputed,8,0.8,1.0,1.0,42,pdb,6EWO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6bxq,4.6496453,13.1304655,precomputed,8,0.8,1.0,1.0,42,pdb,6BXQ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4mj6,10.7085,3.4092572,precomputed,8,0.8,1.0,1.0,42,pdb,4MJ6,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1n2r,7.2236147,12.573917,precomputed,8,0.8,1.0,1.0,42,pdb,1N2R,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3fqn,7.8706317,0.73039895,precomputed,8,0.8,1.0,1.0,42,pdb,3FQN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vfr,-1.8203775,13.787524,precomputed,8,0.8,1.0,1.0,42,pdb,3VFR,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4wj5,5.604111,6.1506057,precomputed,8,0.8,1.0,1.0,42,pdb,4WJ5,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6opd,6.965881,3.6747458,precomputed,8,0.8,1.0,1.0,42,pdb,6OPD,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9nw7,14.735269,22.082586,precomputed,8,0.8,1.0,1.0,42,pdb,9NW7,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-BL
7x1c,4.3912964,11.465969,precomputed,8,0.8,1.0,1.0,42,pdb,7X1C,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4i48,9.106475,5.4670687,precomputed,8,0.8,1.0,1.0,42,pdb,4I48,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5ind,4.849174,11.366348,precomputed,8,0.8,1.0,1.0,42,pdb,5IND,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3kla,7.5651283,4.244245,precomputed,8,0.8,1.0,1.0,42,pdb,3KLA,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9ejd,1.1825165,9.651784,precomputed,8,0.8,1.0,1.0,42,pdb,9EJD,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5vwj,4.354428,11.116649,precomputed,8,0.8,1.0,1.0,42,pdb,5VWJ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3bwa,-0.6002954,13.697495,precomputed,8,0.8,1.0,1.0,42,pdb,3BWA,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7sr0,5.1075697,3.2601352,precomputed,8,0.8,1.0,1.0,42,pdb,7SR0,HLA-A_SC,HLA Class Ia SC,Classical MHC-I SC,MHC-bound-L
6o9b,1.5774765,4.98204,precomputed,8,0.8,1.0,1.0,42,pdb,6O9B,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mrk,9.016662,-1.553747,precomputed,8,0.8,1.0,1.0,42,pdb,3MRK,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8z06,12.390182,6.104374,precomputed,8,0.8,1.0,1.0,42,pdb,8Z06,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8esh,9.038962,2.125062,precomputed,8,0.8,1.0,1.0,42,pdb,8ESH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4qrp,-3.4883947,9.636671,precomputed,8,0.8,1.0,1.0,42,pdb,4QRP,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5inc,4.6608973,11.411856,precomputed,8,0.8,1.0,1.0,42,pdb,5INC,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
9bl2,10.658328,11.626594,precomputed,8,0.8,1.0,1.0,42,pdb,9BL2,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3lkp,-0.8411661,16.185411,precomputed,8,0.8,1.0,1.0,42,pdb,3LKP,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vxo,8.062071,7.4928327,precomputed,8,0.8,1.0,1.0,42,pdb,3VXO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5eu6,7.232588,2.8665805,precomputed,8,0.8,1.0,1.0,42,pdb,5EU6,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8rne,14.856882,21.786133,precomputed,8,0.8,1.0,1.0,42,pdb,8RNE,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-L
4pr5,-0.81182224,14.286209,precomputed,8,0.8,1.0,1.0,42,pdb,4PR5,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6ss8,4.0475354,1.2545521,precomputed,8,0.8,1.0,1.0,42,pdb,6SS8,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3qzw,8.412431,7.4101024,precomputed,8,0.8,1.0,1.0,42,pdb,3QZW,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9dl1,5.7575846,6.2001786,precomputed,8,0.8,1.0,1.0,42,pdb,9DL1,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1x7q,8.203591,0.88511723,precomputed,8,0.8,1.0,1.0,42,pdb,1X7Q,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mre,9.555693,-1.1262891,precomputed,8,0.8,1.0,1.0,42,pdb,3MRE,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6viu,-1.0281434,11.961073,precomputed,8,0.8,1.0,1.0,42,pdb,6VIU,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8xke,9.405012,3.5254881,precomputed,8,0.8,1.0,1.0,42,pdb,8XKE,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7sr3,5.581011,2.1649857,precomputed,8,0.8,1.0,1.0,42,pdb,7SR3,HLA-A_SC,HLA Class Ia SC,Classical MHC-I SC,MHC-bound-L
1mi5,-4.1370406,9.824881,precomputed,8,0.8,1.0,1.0,42,pdb,1MI5,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6vb4,-1.2813566,12.147563,precomputed,8,0.8,1.0,1.0,42,pdb,6VB4,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6vqz,6.7574353,18.11344,precomputed,8,0.8,1.0,1.0,42,pdb,6VQZ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
9sl0,6.537361,0.44647673,precomputed,8,0.8,1.0,1.0,42,pdb,9SL0,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1k5n,6.3693843,16.054182,precomputed,8,0.8,1.0,1.0,42,pdb,1K5N,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3kyo,3.4489744,10.332775,precomputed,8,0.8,1.0,1.0,42,pdb,3KYO,HLA-G,HLA Class Ib,Non-classical MHC-I,MHC-bound-L
8v8q,2.657216,7.431945,precomputed,8,0.8,1.0,1.0,42,pdb,8V8Q,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
2axg,0.12079761,14.776656,precomputed,8,0.8,1.0,1.0,42,pdb,2AXG,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7mle,0.9711921,4.5872655,precomputed,8,0.8,1.0,1.0,42,pdb,7MLE,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8emf,-0.9945982,16.360756,precomputed,8,0.8,1.0,1.0,42,pdb,8EMF,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7n2p,7.697016,18.952032,precomputed,8,0.8,1.0,1.0,42,pdb,7N2P,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6at5,0.7144447,10.076218,precomputed,8,0.8,1.0,1.0,42,pdb,6AT5,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4jfd,3.6519837,3.7674232,precomputed,8,0.8,1.0,1.0,42,pdb,4JFD,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3to2,3.551667,2.7410657,precomputed,8,0.8,1.0,1.0,42,pdb,3TO2,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7yg3,4.253581,10.750738,precomputed,8,0.8,1.0,1.0,42,pdb,7YG3,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3fqr,7.898088,0.25487322,precomputed,8,0.8,1.0,1.0,42,pdb,3FQR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3myj,5.777545,5.107099,precomputed,8,0.8,1.0,1.0,42,pdb,3MYJ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9min,6.9556303,4.9607515,precomputed,8,0.8,1.0,1.0,42,pdb,9MIN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3kpq,7.066365,12.730442,precomputed,8,0.8,1.0,1.0,42,pdb,3KPQ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mrd,4.952417,-1.7607456,precomputed,8,0.8,1.0,1.0,42,pdb,3MRD,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6o51,9.557001,0.41331446,precomputed,8,0.8,1.0,1.0,42,pdb,6O51,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6mt5,4.509177,12.440512,precomputed,8,0.8,1.0,1.0,42,pdb,6MT5,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6eqa,3.0918827,4.0699024,precomputed,8,0.8,1.0,1.0,42,pdb,6EQA,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3mrf,9.211851,-0.9774565,precomputed,8,0.8,1.0,1.0,42,pdb,3MRF,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7n1a,1.2535454,0.91004753,precomputed,8,0.8,1.0,1.0,42,pdb,7N1A,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3am8,14.361179,22.422585,precomputed,8,0.8,1.0,1.0,42,pdb,3AM8,HLA-E,HLA Class Ib,Non-classical MHC-I,MHC-bound-L
3dx6,6.9108224,13.39878,precomputed,8,0.8,1.0,1.0,42,pdb,3DX6,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mrr,5.308231,-0.97016084,precomputed,8,0.8,1.0,1.0,42,pdb,3MRR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5eu5,8.463342,-0.2961492,precomputed,8,0.8,1.0,1.0,42,pdb,5EU5,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vxr,11.81425,5.3311987,precomputed,8,0.8,1.0,1.0,42,pdb,3VXR,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6bj3,1.48677,13.863684,precomputed,8,0.8,1.0,1.0,42,pdb,6BJ3,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5meo,3.0692225,2.643293,precomputed,8,0.8,1.0,1.0,42,pdb,5MEO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6vqy,6.6870475,18.31679,precomputed,8,0.8,1.0,1.0,42,pdb,6VQY,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7xf3,0.18016203,12.22881,precomputed,8,0.8,1.0,1.0,42,pdb,7XF3,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5nmh,6.9199333,0.2359022,precomputed,8,0.8,1.0,1.0,42,pdb,5NMH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5vud,4.455142,14.021996,precomputed,8,0.8,1.0,1.0,42,pdb,5VUD,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
9mda,-0.9570043,9.956928,precomputed,8,0.8,1.0,1.0,42,pdb,9MDA,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
2v2x,6.4245276,4.8524327,precomputed,8,0.8,1.0,1.0,42,pdb,2V2X,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5t6z,10.555447,11.650584,precomputed,8,0.8,1.0,1.0,42,pdb,5T6Z,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7sr4,5.271858,2.3378744,precomputed,8,0.8,1.0,1.0,42,pdb,7SR4,HLA-A_SC,HLA Class Ia SC,Classical MHC-I SC,MHC-bound-L
3qdm,4.9668345,3.5490851,precomputed,8,0.8,1.0,1.0,42,pdb,3QDM,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5eo0,0.8920747,10.02191,precomputed,8,0.8,1.0,1.0,42,pdb,5EO0,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
1agb,-1.1269786,8.977718,precomputed,8,0.8,1.0,1.0,42,pdb,1AGB,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
9nfb,5.134112,5.5358357,precomputed,8,0.8,1.0,1.0,42,pdb,9NFB,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
9dy8,2.644879,13.525065,precomputed,8,0.8,1.0,1.0,42,pdb,9DY8,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6jto,2.6853626,11.124908,precomputed,8,0.8,1.0,1.0,42,pdb,6JTO,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-L
2fz3,-0.9779583,15.049725,precomputed,8,0.8,1.0,1.0,42,pdb,2FZ3,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6tdo,4.1788816,-1.7368344,precomputed,8,0.8,1.0,1.0,42,pdb,6TDO,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3giv,6.858534,3.9743955,precomputed,8,0.8,1.0,1.0,42,pdb,3GIV,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4wu7,8.266451,6.886778,precomputed,8,0.8,1.0,1.0,42,pdb,4WU7,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6rpb,7.416566,2.9332263,precomputed,8,0.8,1.0,1.0,42,pdb,6RPB,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6avg,1.3792276,7.8391213,precomputed,8,0.8,1.0,1.0,42,pdb,6AVG,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1agc,-1.117246,8.959597,precomputed,8,0.8,1.0,1.0,42,pdb,1AGC,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3spv,-3.11235,9.672728,precomputed,8,0.8,1.0,1.0,42,pdb,3SPV,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
4l3e,3.2104409,0.87536776,precomputed,8,0.8,1.0,1.0,42,pdb,4L3E,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
4u1m,0.4570187,9.63148,precomputed,8,0.8,1.0,1.0,42,pdb,4U1M,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3d25,5.5275,-1.695352,precomputed,8,0.8,1.0,1.0,42,pdb,3D25,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mrn,3.9814343,0.10736447,precomputed,8,0.8,1.0,1.0,42,pdb,3MRN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
8z07,10.864753,6.397101,precomputed,8,0.8,1.0,1.0,42,pdb,8Z07,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6v2q,4.380821,13.22261,precomputed,8,0.8,1.0,1.0,42,pdb,6V2Q,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5c0a,5.298176,0.679753,precomputed,8,0.8,1.0,1.0,42,pdb,5C0A,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
1a1o,2.4699495,14.725229,precomputed,8,0.8,1.0,1.0,42,pdb,1A1O,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8rjh,10.923787,5.7192965,precomputed,8,0.8,1.0,1.0,42,pdb,8RJH,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
9ytd,7.001331,2.8285937,precomputed,8,0.8,1.0,1.0,42,pdb,9YTD,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7ow3,10.866202,2.1642423,precomputed,8,0.8,1.0,1.0,42,pdb,7OW3,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
4hx1,10.410224,3.7174006,precomputed,8,0.8,1.0,1.0,42,pdb,4HX1,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7tlt,7.2157316,6.3597546,precomputed,8,0.8,1.0,1.0,42,pdb,7TLT,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
6vmc,4.832909,3.494918,precomputed,8,0.8,1.0,1.0,42,pdb,6VMC,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
4nt6,2.4835458,9.71152,precomputed,8,0.8,1.0,1.0,42,pdb,4NT6,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-L
4pri,0.7785149,17.04533,precomputed,8,0.8,1.0,1.0,42,pdb,4PRI,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3vfw,-2.1321592,13.329448,precomputed,8,0.8,1.0,1.0,42,pdb,3VFW,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5c0j,8.992897,-0.22187506,precomputed,8,0.8,1.0,1.0,42,pdb,5C0J,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1duz,8.009069,5.376814,precomputed,8,0.8,1.0,1.0,42,pdb,1DUZ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7tuc,6.41008,12.782522,precomputed,8,0.8,1.0,1.0,42,pdb,7TUC,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8v51,-0.4507583,16.134619,precomputed,8,0.8,1.0,1.0,42,pdb,8V51,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2gt9,4.197231,5.6755657,precomputed,8,0.8,1.0,1.0,42,pdb,2GT9,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3mri,9.290081,-1.8991437,precomputed,8,0.8,1.0,1.0,42,pdb,3MRI,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1tvb,5.4355288,3.6652157,precomputed,8,0.8,1.0,1.0,42,pdb,1TVB,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5bs0,9.127107,1.6255759,precomputed,8,0.8,1.0,1.0,42,pdb,5BS0,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2git,7.501348,5.5925727,precomputed,8,0.8,1.0,1.0,42,pdb,2GIT,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3i6k,5.9793234,5.341963,precomputed,8,0.8,1.0,1.0,42,pdb,3I6K,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5f7d,8.019366,1.5259392,precomputed,8,0.8,1.0,1.0,42,pdb,5F7D,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
2h6p,-0.55008614,15.64184,precomputed,8,0.8,1.0,1.0,42,pdb,2H6P,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5yxn,4.341029,3.473604,precomputed,8,0.8,1.0,1.0,42,pdb,5YXN,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
7m8s,5.7068915,3.21935,precomputed,8,0.8,1.0,1.0,42,pdb,7M8S,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
7m8u,-0.80613637,16.155815,precomputed,8,0.8,1.0,1.0,42,pdb,7M8U,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6uln,1.7913324,12.606253,precomputed,8,0.8,1.0,1.0,42,pdb,6ULN,HLA-C,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8frt,5.014698,-0.46363866,precomputed,8,0.8,1.0,1.0,42,pdb,8FRT,HLA-A_SC,HLA Class Ia SC,Classical MHC-I SC,MHC-bound-L
4prp,0.6823048,16.982286,precomputed,8,0.8,1.0,1.0,42,pdb,4PRP,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6pyj,7.874468,16.443253,precomputed,8,0.8,1.0,1.0,42,pdb,6PYJ,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3dx7,6.853859,12.485539,precomputed,8,0.8,1.0,1.0,42,pdb,3DX7,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
5knm,5.3896785,4.337693,precomputed,8,0.8,1.0,1.0,42,pdb,5KNM,HLA-F,HLA Class Ib,Non-classical MHC-I,MHC-bound-L
1im3,6.006376,3.455699,precomputed,8,0.8,1.0,1.0,42,pdb,1IM3,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3sko,-3.7972386,9.750991,precomputed,8,0.8,1.0,1.0,42,pdb,3SKO,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3vft,-1.6061746,13.353524,precomputed,8,0.8,1.0,1.0,42,pdb,3VFT,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7r7v,4.006459,10.844202,precomputed,8,0.8,1.0,1.0,42,pdb,7R7V,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
9j4u,7.1412177,3.2737873,precomputed,8,0.8,1.0,1.0,42,pdb,9J4U,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
3x14,0.63838154,9.366354,precomputed,8,0.8,1.0,1.0,42,pdb,3X14,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
2ypl,3.0406032,15.520237,precomputed,8,0.8,1.0,1.0,42,pdb,2YPL,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-BL
8fja,5.7422104,1.1535325,precomputed,8,0.8,1.0,1.0,42,pdb,8FJA,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
5nqk,3.8435044,3.1531568,precomputed,8,0.8,1.0,1.0,42,pdb,5NQK,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
2gtz,4.1028233,5.4489646,precomputed,8,0.8,1.0,1.0,42,pdb,2GTZ,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
5u98,3.7684548,15.149719,precomputed,8,0.8,1.0,1.0,42,pdb,5U98,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
8emi,-1.0729854,16.219315,precomputed,8,0.8,1.0,1.0,42,pdb,8EMI,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
9bla,10.528808,7.796161,precomputed,8,0.8,1.0,1.0,42,pdb,9BLA,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-BL
6ptb,6.0405946,5.1910706,precomputed,8,0.8,1.0,1.0,42,pdb,6PTB,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
1xh3,-0.36296597,14.2537775,precomputed,8,0.8,1.0,1.0,42,pdb,1XH3,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
6d7g,5.784588,2.6854184,precomputed,8,0.8,1.0,1.0,42,pdb,6D7G,HLA-A_SC,HLA Class Ia SC,Classical MHC-I SC,MHC-bound-BL
5wwi,10.434029,6.5543265,precomputed,8,0.8,1.0,1.0,42,pdb,5WWI,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
3l3g,6.895404,13.408829,precomputed,8,0.8,1.0,1.0,42,pdb,3L3G,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
3bw9,-0.20363913,14.102085,precomputed,8,0.8,1.0,1.0,42,pdb,3BW9,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7x00,3.9912055,11.68197,precomputed,8,0.8,1.0,1.0,42,pdb,7X00,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7sig,-0.3244759,14.896668,precomputed,8,0.8,1.0,1.0,42,pdb,7SIG,HLA-B,HLA Class Ia,Classical MHC-I,MHC-bound-L
7ur1,6.077704,-2.0200307,precomputed,8,0.8,1.0,1.0,42,pdb,7UR1,HLA-A,HLA Class Ia,Classical MHC-I,MHC-bound-L
